Код ОП,Бренд ОП,Область,Населённый пункт название,Адрес Офиса продаж,GPS координаты. широта,GPS координаты. долгота,Режим работы,Тип строения,Дата закрытия точки,Дата открытия точки,ТП
30307929,МТС ФР,Калининградская область,Зеленоградск,город Зеленоградск улица Тургенева 1Б,54.958607,20.473628,ежедн. 10:00-19:00,Стрит,,,ДС Корсакова Ирина
30342095,МТС ФР,Калининградская область,Калининград,город Калининград улица Дзержинского 79,54.684636,20.534519,ежедн. 09:00-19:00,Стрит,,,ДС Корсакова Ирина
30310601,МТС ФР,Калининградская область,Калининград,город Калининград улица Космонавта Леонова 34,54.728866,20.482274,ежедн. 10:00-19:00,Стрит,,,ДС Корсакова Ирина
30307931,МТС ФР,Калининградская область,Калининград,город Калининград улица Куйбышева 91,54.726247,20.536543,ежедн. 10:00-20:00,ТЦ,,,ДС Корсакова Ирина
30303878,МТС ФР,Калининградская область,Калининград,город Калининград улица Театральная 30,54.718068,20.500369,ежедн. 10:00-21:00,ТЦ,,,ДС Корсакова Ирина
30309621,Виртуальный монобренд,Калининградская область,Краснознаменск,город Краснознаменск улица Калининградская 44,54.942354,22.485674,пн-пт 09:00-18:00,Стрит,,,ДС Корсакова Ирина
30307890,МТС ФР,Калининградская область,Пионерский,город Пионерский улица Вокзальная 4,54.949749,20.225905,"пн-пт 10:00-19:00, перерыв 14:00-14:40; сб-вс 10:00-18:00, перерыв 14:00-14:40",Стрит,,,ДС Корсакова Ирина
30341045,МТС ФР,Калининградская область,Полесск,город Полесск улица Калининградская 9,54.860435,21.105168,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",Стрит,,,ДС Корсакова Ирина
30310171,Виртуальный монобренд,Калининградская область,Правдинск,город Правдинск улица Торговая 14,54.446617,21.018116,пн-пт 10:00-18:00,Стрит,,,ДС Корсакова Ирина
30342386,МТС ФР,Калининградская область,Светлогорск,город Светлогорск улица Ленина 31б,54.944474,20.149499,"пн-пт 10:00-19:00, сб-вс 10:00-18:00",Стрит,,,ДС Корсакова Ирина
30341047,МТС ФР,Калининградская область,Светлый,город Светлый улица Советская 13,54.673807,20.132886,"пн-пт 10:00-19:00, сб 10:00-18:00, вс 11:00-17:00",Стрит,,,ДС Корсакова Ирина
30303828,МТС ФР,Калининградская область,Славск,город Славск улица Советская 22б,55.045532,21.684199,"пн-пт 09:00-18:00, перерыв 13:00-13:30",Стрит,,,ДС Корсакова Ирина
10307752,Виртуальный монобренд,Калужская область,Бабынино,поселок Бабынино улица Центральная 14,54.391264,35.735434,ежедн. 09:00-18:00,Стрит,,,
10307487,МТС ФР,Калужская область,Балабаново,город Балабаново улица 50 лет Октября 14А,55.175612,36.661819,ежедн. 09:00-20:00,ТЦ,27-07-22,31-07-22,Ирина Сидорова
10303676,МТС ФР,Калужская область,Боровск,город Боровск улица Ленина 41,55.203958,36.487182,ежедн. 09:00-19:00,ТЦ,28-07-22,29-07-22,Медведева Татьяна Борисовна
10300975,МТС ФР,Калужская область,Воротынск,поселок Воротынск улица Березовая 6,54.470541,36.0485,"ежедн. 10:00-20:00, перерыв 13:00-13:30",Стрит,,,
10300930,МТС ФР,Калужская область,Козельск,город Козельск улица Б. Советская 46,54.030343,35.794199,ежедн. 09:00-19:00,Стрит,,,
10305179,МТС ФР,Калужская область,Кременки,город Кременки улица Циолковского 4а,54.884959,37.118486,ежедн. 10:00-20:00,Стрит,,,Ирина Сидорова
10302364,МТС ФР,Калужская область,Медынь,город Медынь улица Ленина 13,54.964018,35.84817,"пн-пт 09:00-18:00, сб 09:00-16:00, вс 10:00-16:00",Стрит,,,
10306312,МТС ФР,Калужская область,Мещовск,город Мещовск проспект Революции 21,54.317506,35.283839,"пн-пт 09:00-18:00, перерыв 14:00-15:00; сб 09:00-14:00",Стрит,,,Нуштаева Екатерина Валерьевна
10302370,МТС ФР,Калужская область,Мосальск,город Мосальск улица Калужская 22,54.4923,34.9859,"пн-пт 09:00-17:00, сб 10:00-14:00",ТЦ,13-08-22,15-08-22,
10307812,МТС ФР,Калужская область,Обнинск,город Обнинск улица Гагарина 27А,55.119311,36.586926,ежедн. 09:00-20:00,ТЦ,01-08-22,02-08-22,
10300976,МТС ФР,Калужская область,Обнинск,город Обнинск улица Железнодорожная 6,55.093,36.6194,"ежедн. 09:00-20:00, перерыв 14:00-14:30",ТУ,19-08-22,20-08-22,
10307431,Виртуальный монобренд,Калужская область,Обнинск,город Обнинск улица Курчатова 31а,55.110666,36.620344,ежедн. 09:00-21:00,ТЦ,,,
10303677,МТС ФР,Калужская область,Сосенский,город Сосенский улица 60 лет Октября 5в,54.053751,35.955608,ежедн. 09:00-19:00,Стрит,,,Шлянкрих Татьяна Ивановна
10300910,МТС ФР,Калужская область,Сухиничи,город Сухиничи переулок Кравченко 1,54.104996,35.336548,"ПН-ПТ 08:00-18:00, СБ 09:00-16:00, ВС 09:00-15:00",Стрит,,,
10305790,МТС ФР,Калужская область,Таруса,город Таруса улица Володарского 1,54.727072,37.180947,"пн-пт 09:00-20:00, сб-вс 09:00-19:00",Стрит,,,Шлянкрих Татьяна Ивановна
