Код ОП,Бренд ОП,Область,Населённый пункт название,Адрес Офиса продаж,GPS координаты. широта,GPS координаты. долгота,Режим работы,Тип строения,Дата закрытия точки,Дата открытия точки,ТП
80112694,МТС ФР,Новосибирская область,Новосибирск,Город Новосибирск улица Бориса Богаткова 206/1,55.03407,82.97375,пн-пт 09:00-20:00,Стрит,,,ДС Вдовенко Станислав
80106422,МТС ФР,Новосибирская область,Новосибирск,город Новосибирск улица Ветлужская 24,54.854921,82.974355,"пн-пт 09:00-18:00, сб 09:00-16:00",Стрит,,,ДС Вдовенко Станислав
80110130,МТС ФР,Новосибирская область,Новосибирск,город Новосибирск улица Громова 7,54.936682,82.910356,"пн-пт 10:00-19:30, сб 10:00-18:30",ТЦ,,,ДС Вдовенко Станислав
80106247,МТС ФР,Новосибирская область,Новосибирск,город Новосибирск улица Кубовая 103/2,55.128790,82.898396,ежедн. 10:00-21:00,ТЦ,,,ДС Вдовенко Станислав
80110266,МТС ФР,Новосибирская область,Обь,"город Обь аэропорт Толмачево внутренний терминал""А""",55.009049,82.667227,ежедн. 09:00-20:00,ТУ,,,ДС Вдовенко Станислав
80110267,МТС ФР,Новосибирская область,Обь,"город Обь аэропорт Толмачево международный терминал ""Б""",55.009049,82.667227,"пн 12:00-20:00, ср-вс 12:00-22:00",ТУ,,,ДС Вдовенко Станислав
80104318,МТС ФР,Новосибирская область,Ордынское,поселок городского типа Ордынское проспект Ленина 2,54.364278,81.908927,ежедн. 09:00-19:00,ТЦ,12-09-22,13-09-22,ДС Вдовенко Станислав
80104307,МТС ФР,Новосибирская область,Северное,село Северное переулок Ленина 3А,56.352258,78.365908,пн-сб 09:00-17:00,ТЦ,,,
80104299,МТС ФР,Новосибирская область,Сузун,рабочий поселок Сузун улица Ленина 15д,53.788821,82.313267,ежедн. 09:00-18:00,Стрит,,,ДС Вдовенко Станислав
80104319,МТС ФР,Новосибирская область,Татарск,город Татарск улица Ленина 103г,55.215508,75.958836,ежедн. 09:00-19:00,ТЦ,,,ДС Вдовенко Станислав
80104320,МТС ФР,Новосибирская область,Усть-Тарка,село Усть-Тарка улица Иванова 1,55.566084,75.695651,"пн-пт 09:00-18:00, сб 09:00-16:00",Стрит,19-09-22,20-09-22,
80104309,МТС ФР,Новосибирская область,Чаны,рабочий поселок Чаны улица Советская 106,55.307643,76.762032,"пн-пт 09:00-18:00, сб-вс 09:00-17:00",ТЦ,,,ДС Вдовенко Станислав
80104664,МТС ФР,Новосибирская область,Черепаново,город Черепаново улица Романова 4а,54.221127,83.369821,ежедн. 09:00-19:00,Стрит,,,ДС Вдовенко Станислав
80104321,МТС ФР,Новосибирская область,Чистоозерное,рабочий поселок Чистоозерное улица Дзержинского 26/2,54.709185,76.579119,ежедн. 09:00-18:00,ТЦ,,,
80104310,МТС ФР,Новосибирская область,Чулым,город Чулым улица Кооперативная 15,55.091121,80.97527,ежедн. 09:00-18:00,ТЦ,,,ДС Вдовенко Станислав
80605385,МТС ФР,Омская область,Азово,село Азово улица Советская 61/1,54.706006,73.034900,"пн-пт 09:00-18:00, сб 09:00-17:00, вс 09:00-15:00",ТЦ,,,
80607690,Виртуальный монобренд,Омская область,Большеречье,рабочий поселок Большеречье улица Красноармейская 36,56.094997,74.628378,"пн-пт 09:00-19:00, сб-вс 09:00-17:00",ТЦ,,,
80602716,МТС ФР,Омская область,Большеречье,рабочий поселок Большеречье улица Красноармейская 38,56.100147,74.62137,"пн-пт 09:00-19:00, сб 09:00-17:00",ТЦ,19-09-22,20-09-22,
80606801,МТС ФР,Омская область,Большие Уки,село Большие Уки улица Избышева 40,56.949044,72.631288,пн-пт 09:00-19:00,ТЦ,,,
80602736,МТС ФР,Омская область,Знаменское,село Знаменское улица Ленина 25,57.127476,73.835517,пн-пт 09:00-18:00,ТЦ,,,
80607696,Виртуальный монобренд,Омская область,Исилькуль,город Исилькуль улица Коммунистическая 14,54.917376,71.267071,"пн-пт 09:00-18:00, сб-вс 09:00-17:00",ТЦ,,,
80602976,МТС ФР,Омская область,Исилькуль,город Исилькуль улица Коммунистическая 6/1,54.908878,71.260731,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",ТЦ,,,
80602715,МТС ФР,Омская область,Калачинск,город Калачинск улица П. Ильичева 26,55.056579,74.586681,"пн-пт 09:00-18:00, сб 09:00-16:00, вс 09:00-15:00",ТЦ,,,
80604083,МТС ФР,Омская область,Калачинск,город Калачинск улица Советская 3,55.04757,74.569134,"пн-сб 09:00-19:00, вс 09:00-17:00",ТЦ,,,
80607693,Виртуальный монобренд,Омская область,Колосовка,село Колосовка улица Кирова 41А,56.465440,73.613892,"пн-пт 09:00-19:00, сб-вс 09:00-16:00",ТЦ,,,
80602731,МТС ФР,Омская область,Кормиловка,поселок городского типа Кормиловка улица Гагарина 5,54.997963,74.096215,"пн-пт 09:00-18:00, сб-вс 10:00-14:00",ТЦ,,,
80605236,МТС ФР,Омская область,Крутинка,поселок городского типа Крутинка улица Ленина 5,56.010921,71.513074,"пн-пт 09:00-18:00, сб-вс 09:00-15:00",Стрит,,,
80607691,Виртуальный монобренд,Омская область,Марьяновка,рабочий поселок Марьяновка улица Ленина 13,54.961910,72.638852,"пн-пт 09:00-18:00, сб 09:00-17:00, вс 09:00-15:00",ТЦ,,,
80607705,Виртуальный монобренд,Омская область,Москаленки,рабочий поселок Москаленки улица Комсомольская 80,54.940687,71.934415,"ПН-ПТ 09:00-19:00, СБ 09:00-18:00, ВС 09:00-16:00",ТЦ,,,
80602724,МТС ФР,Омская область,Москаленки,рабочий поселок Москаленки улица Почтовая 63,54.938229,71.934761,"пн-пт 09:00-18:00, перерыв 13:30-15:00",ТЦ,,,
80602737,МТС ФР,Омская область,Муромцево,рабочий поселок Муромцево улица Ленина 127,56.371114,75.231154,пн-пт 09:00-18:00,ТЦ,,,
80607699,Виртуальный монобренд,Омская область,Муромцево,рабочий поселок Муромцево улица Лисина 55,56.375100,75.248224,"пн-пт 09:00-18:00, сб 09:00-16:00, вс 09:00-15:00",ТЦ,11-09-22,12-09-22,
80602714,МТС ФР,Омская область,Называевск,город Называевск улица Кирова 13,55.564048,71.346627,пн-пт 09:00-19:00,ТЦ,,,
80607149,МТС ФР,Омская область,Нижняя Омка,село Нижняя Омка улица Кооперативная 12Б,55.430514,74.936685,"пн-пт 09:00-18:00, сб 09:00-17:00, вс 09:00-15:00",ТЦ,,,
80604575,МТС ФР,Омская область,Нововаршавка,поселок городского типа Нововаршавка улица Красноармейская 3Г,54.172973,74.692212,"пн-пт 09:00-19:00, сб 09:00-18:00, вс 09:00-15:00",ТЦ,,,
80607692,Виртуальный монобренд,Омская область,Нововаршавка,поселок городского типа Нововаршавка улица Красный Путь 20,54.172357,74.694215,"пн-пт 09:00-18:00, сб 09:00-17:00, вс 10:00-15:00",ТЦ,,,
80605024,МТС ФР,Омская область,Одесское,село Одесское улица Ленина 18А,54.212750,72.966000,"пн-пт 09:00-19:00, сб 09:00-19:00, вс 09:00-15:00",ТЦ,,,
80603893,МТС ФР,Омская область,Оконешниково,поселок городского типа Оконешниково улица Комсомольская 6,54.840002,75.072954,"пн-пт 09:00-18:00, сб-вс 09:00-16:00",ТЦ,,,
80607701,Виртуальный монобренд,Омская область,Омск,город Омск проспект Сибирский 7,54.913174,73.459643,ежедн. 10:00-20:00,ТЦ,,,Паничкина Анна Николаевна
80607703,Виртуальный монобренд,Омская область,Омск,город Омск улица 5- я Северная 200А,55.006415,73.399806,ежедн. 10:00-20:00,ТЦ,,,Паничкина Анна Николаевна
80607695,Виртуальный монобренд,Омская область,Омск,город Омск улица Лукашевича 21Б,54.999671,73.280626,ежедн. 08:00-19:00,ТЦ,,,Паничкина Анна Николаевна
80604068,МТС ФР,Омская область,Омск,город Омск улица Станционная 6-я 2/3,54.921,73.458,ежедн. 10:00-21:00,ТЦ,,,Паничкина Анна Николаевна
80604612,МТС ФР,Омская область,Полтавка,поселок Полтавка улица Победы 18,54.367794,71.761292,"пн-пт 09:00-18:00, вс 09:00-15:00",ТЦ,,,
80604623,МТС ФР,Омская область,Русская Поляна,рабочий поселок Русская Поляна улица Ленина 43,53.778229,73.876209,"пн-пт 09:00-17:00, сб 10:00-16:00",ТЦ,,,
80605219,МТС ФР,Омская область,Саргатское,рабочий поселок Саргатское улица Кооперативная 111,55.61073,73.49052,"пн-пт 09:00-18:00, сб-вс 09:00-15:00",ТЦ,16-09-22,17-09-22,
80602718,МТС ФР,Омская область,Таврическое,рабочий поселок Таврическое улица Ленина 42В,54.583196,73.634455,пн-пт 09:00-19:00,ТЦ,,,
80607702,Виртуальный монобренд,Омская область,Таврическое,рабочий поселок Таврическое улица Советская 46,54.583467,73.636602,"пн-пт 09:00-18:00, сб 09:00-14:00",ТЦ,,,
80602709,МТС ФР,Омская область,Тара,город Тара улица Ленина 93,56.897284,74.373621,"пн-пт 09:00-19:00, сб-вс 09:00-17:00",ТЦ,,,
80604887,МТС ФР,Омская область,Тевриз,поселок городского типа Тевриз улица Советская 31а,57.52,72.40,"ПН-ПТ 09:30-18:00, СБ-ВС 10:00-14:00",ТЦ,,,
80603292,МТС ФР,Омская область,Тюкалинск,город Тюкалинск улица Ленина 27,55.868798,72.192703,"пн-пт 09:00-18:00, вс 09:00-15:00",ТЦ,,,
80606802,МТС ФР,Омская область,Усть-Ишим,село Усть-Ишим улица Победы 60,57.691598,71.165857,пн-пт 09:00-19:00,ТЦ,,,
80603271,МТС ФР,Омская область,Черлак,поселок городского типа Черлак улица Зеленая 122,54.155794,74.804654,"пн-пт 09:00-19:00, сб-вс 09:00-16:00",ТЦ,,,
80607698,Виртуальный монобренд,Омская область,Черлак,поселок городского типа Черлак улица Ленина 110,54.153337,74.798456,"пн-пт 09:00-18:00, сб-вс 09:00-15:00",ТЦ,18-09-22,19-09-22,
80607694,Виртуальный монобренд,Омская область,Шербакуль,поселок городского типа Шербакуль улица Советская 86,54.630013,72.393585,"пн-пт 09:00-18:00, сб 09:00-15:00",ТЦ,16-09-22,17-09-22,
80604616,МТС ФР,Омская область,Шербакуль,поселок городского типа Шербакуль улица Советская 94,54.629051,72.390855,"пн-пт 09:00-18:00, сб 09:00-15:00",ТЦ,,,
50212024,Виртуальный монобренд,Оренбургская область,Абдулино,город Абдулино улица Коммунистическая 288/1,53.691261,53.646265,пн-пт 10:00-18:00,ТЦ,,,ДС Межелевская Татьяна
50202481,МТС ФР,Оренбургская область,Абдулино,город Абдулино улица Коммунистическая 85/1,53.691980,53.647486,"пн-пт 09:00-19:00, перерыв 14:00-15:00; сб-вс 10:00-18:00, перерыв 14:00-15:00",ТЦ,,,ДС Межелевская Татьяна
50203327,МТС ФР,Оренбургская область,Адамовка,поселок Адамовка улица Майская 76,51.526424,59.937338,"пн-пт 09:00-20:00, перерыв 14:00-15:00; сб-вс 10:00-19:00, перерыв 14:00-15:00",ТЦ,,,ДС Межелевская Татьяна
50206046,МТС ФР,Оренбургская область,Александровка,село Александровка улица Рощепкина 5,52.682012,54.419240,"пн-пт 09:00-19:00, перерыв 13:00-14:00; сб-вс 09:00-18:00, перерыв 13:00-14:00",ТЦ,,,ДС Межелевская Татьяна
50203683,МТС ФР,Оренбургская область,Асекеево,село Асекеево улица Советская 4А,53.578725,52.825687,"пн-пт 09:00-19:00, перерыв 14:00-15:00; сб-вс 10:00-17:00, перерыв 14:00-15:00",Стрит,,,ДС Межелевская Татьяна
50203763,МТС ФР,Оренбургская область,Беляевка,село Беляевка улица Советская 63/3,51.398248,56.410956,"пн-пт 09:00-19:00, перерыв 13:00-14:00; сб-вс 10:00-18:00, перерыв 13:00-14:00",Стрит,,,ДС Межелевская Татьяна
50203349,МТС ФР,Оренбургская область,Бугуруслан,город Бугуруслан микрорайон Первый 2,53.613270,52.405392,"пн-пт 09:00-19:00, перерыв 14:00-15:00; сб-вс 10:00-18:00, перерыв 14:00-15:00",Стрит,,,ДС Межелевская Татьяна
50202468,МТС ФР,Оренбургская область,Грачевка,село Грачевка улица Унщикова 2Б,52.924569,52.872305,"пн-пт 09:00-19:00, перерыв 14:00-15:00; сб-вс 10:00-18:00, перерыв 14:00-15:00",Стрит,,,ДС Межелевская Татьяна
50211918,МТС ФР,Оренбургская область,Илек,село Илек улица Чапаевская 18,51.523196,53.374912,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",Стрит,,,ДС Межелевская Татьяна
50203326,МТС ФР,Оренбургская область,Кваркено,село Кваркено улица Максима Горького 24,52.083209,59.725675,"пн-пт 09:00-19:00, перерыв 13:00-14:00; сб-вс 10:00-18:00, перерыв 13:00-14:00",ТЦ,,,ДС Межелевская Татьяна
50208280,МТС ФР,Оренбургская область,Краснохолм,село Краснохолм улица Ленина 16,51.596405,54.160865,"пн-пт 09:00-20:00, перерыв 13:00-14:00; сб-вс 10:00-19:00, перерыв 13:00-14:00",Стрит,,,ДС Межелевская Татьяна
50208308,МТС ФР,Оренбургская область,Кувандык,город Кувандык улица Ленина 21/3,51.477407,57.349828,"пн-пт 09:00-20:00, перерыв 13:00-14:00; сб 09:00-18:00, перерыв 13:00-14:00; вс 10:00-18:00, перерыв 13:00-14:00",Стрит,,,ДС Межелевская Татьяна
50202487,МТС ФР,Оренбургская область,Кувандык,город Кувандык улица Ленина 41,51.478746,57.349951,"пн-пт 09:00-20:00, перерыв 13:00-14:00; сб 09:00-18:00, перерыв 13:00-14:00; вс 10:00-18:00, перерыв 13:00-14:00",Стрит,,,ДС Межелевская Татьяна
50203880,МТС ФР,Оренбургская область,Курманаевка,село Курманаевка улица Крестьянская 24,52.507134,52.065711,"пн-пт 09:00-20:00, перерыв 14:00-15:00; сб-вс 09:00-19:00, перерыв 14:00-15:00",ТЦ,,,ДС Межелевская Татьяна
50203185,МТС ФР,Оренбургская область,Матвеевка,село Матвеевка улица Телеграфная 71,53.508741,53.480689,"пн-пт 09:00-19:00, перерыв 14:00-15:00; сб-вс 09:00-18:00, перерыв 14:00-15:00",ТЦ,,,ДС Межелевская Татьяна
50202488,МТС ФР,Оренбургская область,Медногорск,город Медногорск улица Гайдара 12В,51.405584,57.585775,"пн-пт 09:00-20:00, перерыв 14:00-15:00; сб-вс 10:00-19:00, перерыв 14:00-15:00",ТУ,,,ДС Межелевская Татьяна
50202489,МТС ФР,Оренбургская область,Новоорск,поселок Новоорск улица Ленина 17А,51.381656,58.986792,"пн-пт 09:00-19:00, перерыв 14:00-15:00; сб-вс 10:00-18:00, перерыв 14:00-15:00",Стрит,,,ДС Межелевская Татьяна
50211366,МТС ФР,Оренбургская область,Новосергиевка,поселок Новосергиевка улица Базарная 4,52.089803,53.642268,ежедн. 09:00-19:00,Стрит,,,ДС Межелевская Татьяна
50202490,МТС ФР,Оренбургская область,Октябрьское,село Октябрьское улица Луначарского 1Б,52.350971,55.500563,"пн-пт 09:00-20:00, перерыв 14:00-15:00; сб-вс 10:00-19:00, перерыв 14:00-15:00",ТЦ,,,ДС Межелевская Татьяна
50208940,МТС ФР,Оренбургская область,Оренбург,город Оренбург улица Беляевская 41,51.719242,55.131927,"пн-пт 09:00-20:00, перерыв 11:00-11:15, перерыв 14:00-15:00, перерыв 16:30-16:45; сб-вс 10:00-19:00, перерыв 11:00-11:15, перерыв 14:00-15:00",ТЦ,,,ДС Межелевская Татьяна
50202460,МТС ФР,Оренбургская область,Оренбург,город Оренбург улица Центральная 15,51.711733,55.112322,ежедн. 09:00-20:00,Стрит,02-08-22,03-08-22,ДС Межелевская Татьяна
50202499,МТС ФР,Оренбургская область,Орск,город Орск улица Домбаровская 36,51.208048,58.619192,"пн-пт 09:00-19:00, перерыв 14:00-15:00; сб-вс 10:00-19:00, перерыв 14:00-15:00",Стрит,01-09-22,02-09-22,ДС Межелевская Татьяна
50203121,МТС ФР,Оренбургская область,Первомайский,поселок Первомайский улица Мирная 34,51.900664,51.638838,"ежедн. 09:00-20:00, перерыв 13:00-14:00",ТЦ,,,ДС Межелевская Татьяна
50203348,МТС ФР,Оренбургская область,Переволоцкий,поселок Переволоцкий улица Ленинская 113А,51.874144,54.202916,"пн-сб 09:00-20:00, вс 10:00-18:00",Стрит,,,ДС Межелевская Татьяна
50203694,МТС ФР,Оренбургская область,Плешаново,село Плешаново улица Мира 2,52.848756,53.484130,"пн-пт 09:00-20:00, перерыв 14:00-15:00; сб-вс 09:00-19:00, перерыв 14:00-15:00",ТЦ,,,ДС Межелевская Татьяна
50203927,МТС ФР,Оренбургская область,Пономарёвка,село Пономарёвка улица Карла Маркса 8/2,53.315850,54.123493,"пн-пт 09:00-19:00, перерыв 14:00-15:00; вс 10:00-18:00, перерыв 14:00-15:00",Стрит,,,ДС Межелевская Татьяна
50212023,Виртуальный монобренд,Оренбургская область,Сагарчин,село Сагарчин улица МАПП 1,50.859594,56.128560,пн-пт 10:00-18:00,Стрит,,,
50202824,МТС ФР,Оренбургская область,Сакмара,село Сакмара улица Советская 38А,51.984117,55.335828,"пн-пт 09:00-19:00, перерыв 13:00-14:00; сб-вс 10:00-18:00, перерыв 13:00-14:00",Стрит,,,ДС Межелевская Татьяна
50202847,МТС ФР,Оренбургская область,Светлый,поселок Светлый улица Советская 5,50.823154,60.855198,"пн-пт 10:00-19:00, перерыв 14:00-15:00; сб 10:00-16:00, перерыв 14:00-15:00",Стрит,,,ДС Межелевская Татьяна
50203933,МТС ФР,Оренбургская область,Северное,село Северное улица Чапаева 49В,54.093686,52.540259,"пн-пт 09:00-20:00, перерыв 13:00-14:00; сб-вс 10:00-19:00, перерыв 13:00-14:00",ТЦ,,,ДС Межелевская Татьяна
50208533,МТС ФР,Оренбургская область,Соль-Илецк,город Соль-Илецк переулок Хлебный 1а,51.156756,54.978358,"ежедн. 09:00-21:00, перерыв 13:00-14:00",ТЦ,,,ДС Межелевская Татьяна
50202495,МТС ФР,Оренбургская область,Сорочинск,город Сорочинск улица Карла Маркса 13,52.432245,53.158336,"пн-пт 09:00-19:00, перерыв 14:00-15:00; сб-вс 10:00-18:00, перерыв 14:00-15:00",Стрит,,,ДС Межелевская Татьяна
50202462,МТС ФР,Оренбургская область,Ташла,село Ташла улица Довженко 37Б,51.767116,52.749114,"пн-сб 09:00-20:00, вс 10:00-18:00",Стрит,15-09-22,16-09-22,ДС Межелевская Татьяна
50212256,Виртуальный монобренд,Оренбургская область,Ташла,село Ташла улица Хлебная 19/4,51.764944,52.743250,пн-пт 10:00-17:00,Стрит,,,ДС Межелевская Татьяна
50203759,МТС ФР,Оренбургская область,Тоцкое,село Тоцкое улица Терешковой 5А,52.524805,52.743849,"пн-пт 09:00-19:00, перерыв 13:00-14:00; сб-вс 10:00-18:00, перерыв 13:00-14:00",Стрит,,,ДС Межелевская Татьяна
50211984,Виртуальный монобренд,Оренбургская область,Тюльган,поселок Тюльган улица Кирова 6а,52.342576,56.156806,"пн-пт 09:00-19:00, сб 09:00-18:00, вс 10:00-16:00",,,,ДС Межелевская Татьяна
50211365,МТС ФР,Оренбургская область,Шарлык,поселок Шарлык улица Калининская 2А,52.924792,54.742004,"пн-пт 09:00-19:00, сб-вс 10:00-18:00",ТЦ,,,ДС Межелевская Татьяна
50211329,МТС ФР,Оренбургская область,Энергетик,поселок Энергетик . . 24,51.743883,58.798310,"пн-пт 09:00-19:00, сб-вс 09:00-17:00",Стрит,,,ДС Межелевская Татьяна
20106423,МТС ФР,Орловская область,Болхов,город Болхов улица Первомайская 20а,53.437535,36.002371,ежедн. 09:00-18:00,Стрит,19-09-22,20-09-22,
20107679,Виртуальный монобренд,Орловская область,Верховье,поселок городского типа Верховье улица Советская 55а,52.811724,37.237163,ежедн. 09:00-19:00,Стрит,,,Барабаш Ольга Дмитриевна
20106422,МТС ФР,Орловская область,Верховье,поселок городского типа Верховье улица Советская 61,52.812364,37.235134,ежедн. 09:00-18:00,Стрит,,,Барабаш Ольга Дмитриевна
20102373,МТС ФР,Орловская область,Глазуновка,поселок городского типа Глазуновка улица Ленина 150,52.49646,36.31824,"пн-чт 09:00-19:00, сб-вс 09:00-19:00",Стрит,,,Барабаш Ольга Дмитриевна
20104790,МТС ФР,Орловская область,Дмитровск,город Дмитровск улица Советская 132,52.506383,35.149289,"пн-пт 09:00-18:00, сб-вс 08:00-15:00",Стрит,,,
20107677,Виртуальный монобренд,Орловская область,Долгое,поселок Долгое улица Привокзальная 31а,52.056,37.536,ежедн. 09:00-18:00,Стрит,,,
20101158,МТС ФР,Орловская область,Знаменка,поселок городского типа Знаменка улица Советская 74Б,52.893206,35.974825,"пн-пт 09:30-17:00, сб 09:30-16:30, вс 10:00-16:00",ТУ,,,
20105917,МТС ФР,Орловская область,Колпна,поселок городского типа Колпна улица Советская 15а,52.224724,37.036816,"пн-пт 09:00-18:00, сб-вс 09:00-15:00",Стрит,,,Барабаш Ольга Дмитриевна
20105636,МТС ФР,Орловская область,Кромы,поселок городского типа Кромы улица улица 25 Октября 5,52.692632,35.778722,ежедн. 09:00-18:00,Стрит,,,
20105953,МТС ФР,Орловская область,Ливны,город Ливны улица Октябрьская 29б,52.412154,37.578460,ежедн. 09:00-20:00,ТЦ,,,
20106830,МТС ФР,Орловская область,Малоархангельск,город Малоархангельск улица Карла Маркса 73а,52.400517,36.500120,"пн-пт 09:00-18:00, сб 09:00-14:00",Стрит,,,Барабаш Ольга Дмитриевна
20107067,МТС ФР,Орловская область,Мценск,город Мценск улица Машиностроителей 8,53.292333,36.599673,ежедн. 09:00-18:00,ТЦ,19-09-22,20-09-22,Барабаш Ольга Дмитриевна
20107947,МТС ФР,Орловская область,Мценск,город Мценск улица Тургенева 133,53.286584,36.588903,ежедн. 10:00-19:00,ТЦ,,,Барабаш Ольга Дмитриевна
20107954,МТС ФР,Орловская область,Нарышкино,поселок городского типа Нарышкино улица Привокзальная 1,52.965037,35.724176,ежедн. 09:00-19:00,Стрит,,,
20107937,МТС ФР,Орловская область,Покровское,поселок городского типа Покровское улица Торговая 4,52.613277,36.865988,"ежедн. 08:30-17:30, перерыв 13:00-13:30",Стрит,06-08-22,08-08-22,Барабаш Ольга Дмитриевна
20105432,МТС ФР,Орловская область,Хотынец,поселок городского типа Хотынец улица Ленина 27,53.123883,35.394272,"ежедн. 09:00-18:00, перерыв 13:00-13:30",Стрит,,,
20107951,МТС ФР,Орловская область,Шаблыкино,поселок городского типа Шаблыкино улица Ленина 16,52.853367,35.197572,ежедн. 09:00-19:00,ТЦ,,,
42105869,МТС ФР,Пензенская область,Беково,рабочий поселок Беково улица Советская 51,52.46168,43.715624,ежедн. 08:00-18:00,Стрит,,,
42105397,МТС ФР,Пензенская область,Вадинск,село Вадинск улица Советская 5,53.694722,43.052703,ежедн. 09:00-18:00,ТЦ,,,
42104132,МТС ФР,Пензенская область,Городище,город Городище улица Московская 45,53.273625,45.701197,ежедн. 08:00-19:00,Стрит,,,
42105816,МТС ФР,Пензенская область,Земетчино,поселок городского типа Земетчино улица Ленина 167,53.494185,42.618666,"ежедн. 09:00-18:00, перерыв 13:00-14:00",ТЦ,,,
42105205,МТС ФР,Пензенская область,Исса,поселок городского типа Исса улица Калинина 13,53.868001,44.851413,ежедн. 08:00-19:00,ТЦ,,,
42101081,МТС ФР,Пензенская область,Каменка,город Каменка улица Чкалова 21,53.1949,43.9842,ежедн. 09:00-20:00,ТЦ,,,Кочелаевский Алексей
42103177,МТС ФР,Пензенская область,Колышлей,поселок городского типа Колышлей улица Советская 24,52.698362,44.528690,ежедн. 08:00-19:00,ТЦ,,,
42105247,МТС ФР,Пензенская область,Кондоль,село Кондоль улица Осипова 16,52.822821,45.058111,ежедн. 08:00-19:00,Стрит,,,
42105642,МТС ФР,Пензенская область,Кузнецк,город Кузнецк проспект Победы 17,53.109072,46.589374,ежедн. 09:00-20:00,ТЦ,,,Демина Анастасия
42105248,МТС ФР,Пензенская область,Малая Сердоба,село Малая Сердоба улица Советская 11,52.466251,44.953619,ежедн. 08:00-19:00,ТЦ,,,
42105868,МТС ФР,Пензенская область,Наровчат,село Наровчат улица Советская 24,53.882417,43.703048,ежедн. 08:30-17:30,ТЦ,,,
42105627,МТС ФР,Пензенская область,Неверкино,село Неверкино улица Куйбышева 18,52.789091,46.742212,ежедн. 08:00-19:00,ТЦ,18-09-22,19-09-22,Демина Анастасия
42105626,МТС ФР,Пензенская область,Нижний Ломов,город Нижний Ломов улица Ленина 49,53.529712,43.672379,ежедн. 09:00-19:00,ТЦ,,,
42104181,МТС ФР,Пензенская область,Пачелма,рабочий поселок Пачелма улица Драгунова 23б,53.3339,43.3143,"пн-пт 09:00-19:00, сб-вс 09:00-15:00",Стрит,,,
42105636,МТС ФР,Пензенская область,Пенза,город Пенза улица Аустрина 152Б,53.244106,45.013815,ежедн. 09:00-20:00,ТЦ,12-09-22,13-09-22,Росташ Марина
42105874,МТС ФР,Пензенская область,Пенза,город Пенза улица Кижеватова 8,53.166163,44.979404,ежедн. 09:00-20:00,ТЦ,,,Росташ Марина
42105394,МТС ФР,Пензенская область,Пенза,город Пенза улица Циолковского 3,53.220470,44.991424,ежедн. 09:00-20:00,ТЦ,,,Росташ Марина
42105694,МТС ФР,Пензенская область,Русский камешкир,село Русский камешкир улица Радищева 10,52.859085,46.088200,"пн-пт 09:00-18:00, сб-вс 09:00-17:00",ТЦ,,,
42105204,МТС ФР,Пензенская область,Сердобск,город Сердобск улица М.Горького 251а,52.476150,44.217988,ежедн. 09:00-19:00,ТЦ,,,
42105637,МТС ФР,Пензенская область,Сосновоборск,поселок городского типа Сосновоборск улица Ленина 2Б,53.289249,46.251649,"пн-ср 09:00-18:00, чт 08:00-18:00, пт-вс 09:00-18:00",ТЦ,,,Демина Анастасия
42105391,МТС ФР,Пензенская область,Спасск,город Спасск улица Ленина 7А,53.925779,43.185952,"пн-пт 08:00-19:00, сб-вс 09:00-18:00",ТЦ,,,
42105206,МТС ФР,Пензенская область,Средняя Елюзань,село Средняя Елюзань улица Шоссейная 1а,53.029458,45.951019,ежедн. 08:00-19:00,ТЦ,,,
42104076,МТС ФР,Пензенская область,Чаадаевка,поселок городского типа Чаадаевка улица Ленина 28,53.143469,45.918077,"пн-пт 09:00-18:00, сб-вс 09:00-17:00",Стрит,19-09-22,20-09-22,
42102100,МТС ФР,Пензенская область,Шемышейка,поселок городского типа Шемышейка улица Советская 12,52.889534,45.390840,ежедн. 09:00-19:00,Стрит,,,
70722072,МТС ФР,Пермский край,Александровск,город Александровск улица Ленина 14,59.162741,57.579174,"пн-пт 10:00-19:00, сб-вс 10:00-18:00",ТЦ,,,
70703201,МТС ФР,Пермский край,Барда,село Барда улица Ленина 48б,56.924019,55.590894,"пн-пт 09:00-18:45, сб 10:00-17:00",Стрит,,,
70717945,МТС ФР,Пермский край,Березовка,село Березовка улица Центральная 10,57.606067,57.308104,ежедн. 09:00-20:00,Стрит,,,Калинина Екатерина Александровна
70718834,Виртуальный монобренд,Пермский край,Большая Соснова,село Большая Соснова улица Ленина 34/1,57.668370,54.605541,"пн-пт 09:00-18:30, сб 10:00-16:00",ТЦ,,,
70715441,МТС ФР,Пермский край,Горнозаводск,город Горнозаводск улица Школьная 7,58.374256,58.330865,ежедн. 09:00-20:00,ТЦ,,,
70719344,Виртуальный монобренд,Пермский край,Гремячинск,город Гремячинск улица Ленина 174,58.551886,57.853382,"пн-сб 10:00-19:00, вс 10:00-14:30",Стрит,,,
70719586,МТС ФР,Пермский край,Губаха,город Губаха проспект Ленина 46/2,58.836496,57.555563,"пн-пт 09:00-20:00, сб-вс 10:00-18:00",ТЦ,,,Калинина Екатерина Александровна
70717917,МТС ФР,Пермский край,Елово,село Елово улица Карла Маркса 14а,57.05368,54.92202,"пн-пт 09:00-18:00, перерыв 13:00-14:00; сб-вс 10:00-16:00",Стрит,,,
